Date,Time,Defect Rate
8/29/2024,29:32.9,9%
8/29/2024,29:32.0,15%
8/29/2024,29:31.1,14%
8/29/2024,29:30.1,8%
8/29/2024,29:29.3,11%
8/29/2024,29:28.3,9%
8/29/2024,29:17.1,10%
8/29/2024,29:16.1,9%
8/29/2024,29:15.2,9%
8/29/2024,29:14.3,12%
8/29/2024,29:13.4,5%
8/29/2024,29:12.6,8%
8/29/2024,29:11.6,13%
8/29/2024,29:10.6,11%
8/29/2024,29:09.7,9%
8/29/2024,29:08.8,15%
8/29/2024,29:08.1,13%
8/29/2024,29:07.0,8%
8/29/2024,29:06.1,7%
8/29/2024,29:05.2,9%
8/29/2024,29:04.3,8%
8/29/2024,29:03.5,10%
8/29/2024,29:02.5,10%
8/29/2024,29:01.5,7%
8/29/2024,29:00.6,13%
8/29/2024,28:59.7,11%
8/29/2024,28:58.8,5%
8/29/2024,28:58.1,11%
8/29/2024,28:57.0,11%
8/29/2024,28:56.1,8%
8/29/2024,28:55.2,8%
8/29/2024,28:54.2,8%
8/29/2024,28:53.3,13%
8/29/2024,28:52.4,10%
8/29/2024,28:51.5,7%
8/29/2024,28:50.6,9%
8/29/2024,28:49.7,11%
8/29/2024,28:48.8,11%
8/29/2024,28:47.9,14%
8/29/2024,28:47.0,14%
8/29/2024,28:46.0,14%
8/29/2024,28:45.1,12%
8/29/2024,28:44.2,14%
8/29/2024,28:43.3,9%
8/29/2024,28:42.4,8%
8/29/2024,28:41.5,8%
8/29/2024,28:40.6,8%
8/29/2024,28:39.7,7%
8/29/2024,28:38.7,14%
8/29/2024,28:37.8,10%
8/29/2024,28:36.9,13%
8/29/2024,28:36.2,10%
8/29/2024,28:35.1,12%
8/29/2024,28:34.2,15%
8/29/2024,28:33.3,14%
8/29/2024,28:32.4,11%
8/29/2024,28:31.5,12%
8/29/2024,28:30.5,12%
8/29/2024,28:29.6,10%
8/29/2024,28:28.7,13%
8/29/2024,28:27.8,14%
8/29/2024,28:26.9,11%
8/29/2024,28:26.0,8%
8/29/2024,28:25.1,5%
8/29/2024,28:24.2,14%
8/29/2024,28:23.3,8%
8/29/2024,28:22.4,8%
8/29/2024,28:21.4,12%
8/29/2024,28:20.5,6%
8/29/2024,28:19.6,13%
8/29/2024,28:18.7,8%
8/29/2024,28:17.8,15%
8/29/2024,28:16.9,10%
8/29/2024,28:16.0,5%
8/29/2024,28:15.0,12%
8/29/2024,28:14.1,6%
8/29/2024,28:13.2,12%
8/29/2024,28:12.3,12%
8/29/2024,28:11.4,9%
8/29/2024,28:10.5,9%
8/29/2024,28:09.6,13%
8/29/2024,28:08.7,8%
8/29/2024,28:07.8,12%
8/29/2024,28:06.8,13%
8/29/2024,28:05.9,6%
8/29/2024,28:05.0,7%
8/29/2024,28:04.1,9%
8/29/2024,28:03.2,8%
8/29/2024,28:02.3,11%
8/29/2024,28:01.4,10%
8/29/2024,28:00.5,15%
8/29/2024,27:59.6,5%
8/29/2024,27:58.6,7%
8/29/2024,27:57.7,5%
8/29/2024,27:56.8,9%
8/29/2024,27:55.9,10%
8/29/2024,27:55.0,7%
8/29/2024,27:54.1,11%
8/29/2024,27:53.2,10%
8/29/2024,27:52.3,12%
8/29/2024,27:51.4,13%
8/29/2024,27:50.4,13%
8/29/2024,27:49.5,15%
8/29/2024,27:48.6,10%
8/29/2024,27:38.2,9%
8/29/2024,27:37.3,10%
8/29/2024,27:36.4,7%
8/29/2024,27:35.5,15%
8/29/2024,27:34.6,12%
8/29/2024,27:33.7,6%
8/29/2024,27:32.7,10%
8/29/2024,27:32.0,7%
8/29/2024,27:30.9,5%
8/29/2024,27:30.0,15%
8/29/2024,27:29.1,12%
8/29/2024,27:28.2,9%
8/29/2024,27:27.3,12%
8/29/2024,27:26.4,9%
8/29/2024,27:25.5,12%
8/29/2024,27:24.5,9%
8/29/2024,27:23.6,8%
8/29/2024,27:22.7,14%
8/29/2024,27:21.8,5%
8/29/2024,27:20.9,10%
8/29/2024,27:20.0,5%
8/29/2024,27:19.1,5%
8/29/2024,27:18.2,8%
8/29/2024,27:17.3,6%
8/29/2024,27:16.3,7%
8/29/2024,27:15.4,5%
8/29/2024,27:14.5,15%
8/29/2024,27:13.6,6%
8/29/2024,27:12.7,13%
8/29/2024,27:11.8,10%
8/29/2024,27:10.9,12%
8/29/2024,27:10.0,13%
8/29/2024,27:09.1,13%
8/29/2024,27:08.1,12%
8/29/2024,27:07.2,10%
8/29/2024,27:06.3,10%
8/29/2024,27:05.4,8%
8/29/2024,27:04.5,7%
8/29/2024,27:03.6,10%
8/29/2024,27:02.7,8%
8/29/2024,27:01.8,15%
8/29/2024,27:00.8,15%
8/29/2024,26:59.9,7%
8/29/2024,26:59.0,12%
8/29/2024,26:58.1,5%
8/29/2024,26:57.2,11%
8/29/2024,26:56.3,5%
8/29/2024,26:55.4,9%
8/29/2024,26:54.5,13%
8/29/2024,26:53.6,5%
8/29/2024,26:52.6,6%
8/29/2024,26:51.7,7%
8/29/2024,26:50.8,8%
8/29/2024,26:49.9,10%
8/29/2024,26:49.0,7%
8/29/2024,26:48.1,5%
8/29/2024,26:47.2,12%
8/29/2024,26:46.3,13%
8/29/2024,26:45.3,14%
8/29/2024,26:44.4,5%
8/29/2024,26:43.5,13%
8/29/2024,26:42.6,14%
8/29/2024,26:41.7,6%
8/29/2024,26:40.8,13%
8/29/2024,26:39.9,5%
8/29/2024,26:39.0,13%
8/29/2024,26:38.1,5%
8/29/2024,26:37.2,15%
8/29/2024,26:36.2,7%
8/29/2024,26:35.3,11%
8/29/2024,26:34.4,7%
8/29/2024,26:33.5,11%
8/29/2024,26:32.6,13%
8/29/2024,26:31.7,10%
8/29/2024,26:30.8,12%
8/29/2024,26:29.9,15%
8/29/2024,26:28.9,9%
8/29/2024,26:28.0,7%
8/29/2024,26:27.1,12%
8/29/2024,26:26.2,14%
8/29/2024,26:25.3,15%
8/29/2024,26:24.4,11%
8/29/2024,26:23.5,7%
8/29/2024,26:22.6,8%
8/29/2024,26:21.7,13%
8/29/2024,26:20.7,5%
8/29/2024,26:19.8,9%
8/29/2024,26:18.9,8%
8/29/2024,26:18.0,12%
8/29/2024,26:17.1,11%
8/29/2024,26:16.2,13%
8/29/2024,26:15.3,5%
8/29/2024,26:14.6,5%
8/29/2024,26:13.5,9%
8/29/2024,26:12.5,13%
8/29/2024,26:11.6,10%
8/29/2024,26:10.7,13%
8/29/2024,26:09.8,9%
8/29/2024,26:08.9,5%
8/29/2024,26:08.0,7%
8/29/2024,26:07.1,12%
8/29/2024,26:06.2,5%
8/29/2024,26:05.3,9%
8/29/2024,26:04.3,7%
8/29/2024,26:03.4,14%
8/29/2024,26:02.5,8%
8/29/2024,26:01.6,7%
8/29/2024,26:00.9,12%
8/29/2024,25:59.8,12%
8/29/2024,25:58.9,8%
8/29/2024,25:58.0,12%
8/29/2024,25:57.0,8%
8/29/2024,25:56.2,13%
8/29/2024,25:55.2,9%
8/29/2024,25:54.3,5%
8/29/2024,25:53.4,6%
8/29/2024,25:52.5,7%
8/29/2024,25:51.6,15%
8/29/2024,25:50.7,13%
8/29/2024,25:49.8,12%
8/29/2024,25:48.8,14%
8/29/2024,25:47.9,9%
8/29/2024,25:47.0,11%
8/29/2024,25:46.1,5%
8/29/2024,25:45.2,10%
8/29/2024,25:44.3,6%
8/29/2024,25:43.4,10%
8/29/2024,25:42.5,14%
8/29/2024,25:41.6,6%
8/29/2024,25:40.7,9%
8/29/2024,25:39.7,5%
8/29/2024,25:38.8,7%
8/29/2024,25:37.9,14%
8/29/2024,25:37.0,11%
8/29/2024,25:36.1,11%
8/29/2024,25:35.2,10%
8/29/2024,25:34.3,5%
8/29/2024,25:33.4,8%
8/29/2024,25:32.4,6%
8/29/2024,25:31.5,14%
8/29/2024,25:30.6,10%
8/29/2024,25:29.7,14%
8/29/2024,25:28.8,10%
8/29/2024,25:27.9,6%
8/29/2024,25:27.0,7%
8/29/2024,25:26.1,11%
8/29/2024,25:25.2,11%
8/29/2024,25:24.2,13%
8/29/2024,25:23.3,13%
8/29/2024,25:22.4,6%
8/29/2024,25:21.5,14%
8/29/2024,25:20.6,10%
8/29/2024,25:19.7,6%
8/29/2024,25:18.8,10%
8/29/2024,25:17.9,8%
8/29/2024,25:16.9,13%
8/29/2024,25:16.0,11%
8/29/2024,25:15.1,12%
8/29/2024,25:14.2,9%
8/29/2024,25:13.3,11%
8/29/2024,25:12.4,14%
8/29/2024,25:11.5,9%
8/29/2024,25:10.8,9%
8/29/2024,25:09.7,6%
8/29/2024,25:08.7,9%
8/29/2024,25:07.8,9%
8/29/2024,25:06.9,15%
8/29/2024,25:06.0,14%
8/29/2024,25:05.1,11%
8/29/2024,25:04.2,8%
8/29/2024,25:03.3,9%
8/29/2024,25:02.4,13%
8/29/2024,25:01.5,12%
8/29/2024,25:00.5,13%
8/29/2024,24:59.7,13%
8/29/2024,24:58.7,11%
8/29/2024,24:57.8,9%
8/29/2024,24:56.9,13%
8/29/2024,24:56.0,9%
8/29/2024,24:55.1,10%
8/29/2024,24:54.2,12%
8/29/2024,24:53.2,11%
8/29/2024,24:52.3,12%
8/29/2024,24:51.4,12%
8/29/2024,24:50.6,5%
8/29/2024,24:49.6,10%
8/29/2024,24:48.7,6%
8/29/2024,24:47.8,11%
8/29/2024,24:46.9,5%
8/29/2024,24:46.0,15%
8/29/2024,24:45.1,5%
8/29/2024,24:44.1,10%
8/29/2024,24:43.2,5%
8/29/2024,24:42.3,8%
8/29/2024,24:41.4,15%
8/29/2024,24:40.5,15%
8/29/2024,24:39.6,15%
8/29/2024,24:38.7,8%
8/29/2024,24:37.8,10%
8/29/2024,24:36.9,6%
8/29/2024,24:35.9,13%
8/29/2024,24:35.0,14%
8/29/2024,24:34.1,14%
8/29/2024,24:33.2,5%
8/29/2024,24:32.3,9%
8/29/2024,24:31.4,15%
8/29/2024,24:30.5,11%
8/29/2024,24:29.6,14%
8/29/2024,24:28.7,9%
8/29/2024,24:27.7,10%
8/29/2024,24:26.8,15%
8/29/2024,24:25.9,12%
8/29/2024,24:25.0,5%
8/29/2024,24:24.1,8%
8/29/2024,24:23.2,12%
8/29/2024,24:22.3,5%
8/29/2024,24:21.4,5%
8/29/2024,24:20.4,15%
8/29/2024,24:19.5,9%
8/29/2024,24:18.6,6%
8/29/2024,24:17.7,13%
8/29/2024,24:16.8,15%
8/29/2024,24:15.9,11%
8/29/2024,24:15.0,11%
8/29/2024,24:14.1,15%
8/29/2024,24:13.2,15%
8/29/2024,24:12.2,6%
8/29/2024,24:11.3,10%
8/29/2024,24:10.4,10%
8/29/2024,24:09.5,7%
8/29/2024,24:08.6,9%
8/29/2024,24:07.7,11%
8/29/2024,24:06.8,6%
8/29/2024,24:05.9,6%
8/29/2024,24:04.9,15%
8/29/2024,24:04.0,5%
8/29/2024,24:03.1,8%
8/29/2024,24:02.2,8%
8/29/2024,24:01.3,6%
8/29/2024,24:00.4,9%
8/29/2024,23:59.5,12%
8/29/2024,23:58.6,13%
8/29/2024,23:57.7,10%
8/29/2024,23:56.7,13%
8/29/2024,23:55.8,12%
8/29/2024,23:54.9,6%
8/29/2024,23:54.0,7%
8/29/2024,23:53.3,13%
8/29/2024,23:52.2,15%
8/29/2024,23:51.3,8%
8/29/2024,23:50.4,12%
8/29/2024,23:49.4,11%
8/29/2024,23:48.5,14%
8/29/2024,23:47.6,6%
8/29/2024,23:46.7,8%
8/29/2024,23:45.8,6%
8/29/2024,23:44.9,7%
8/29/2024,23:44.0,15%
8/29/2024,23:43.1,11%
8/29/2024,23:42.2,5%
8/29/2024,23:41.3,9%
8/29/2024,23:40.3,12%
8/29/2024,23:39.4,14%
8/29/2024,23:38.5,13%
8/29/2024,23:37.6,10%
8/29/2024,23:36.7,15%
8/29/2024,23:35.8,14%
8/29/2024,23:34.9,11%
8/29/2024,23:34.0,13%
8/29/2024,23:33.0,5%
8/29/2024,23:32.1,9%
8/29/2024,23:31.2,11%
8/29/2024,23:30.3,13%
8/29/2024,23:29.4,13%
8/29/2024,23:28.5,10%
8/29/2024,23:27.6,14%
8/29/2024,23:26.7,12%
8/29/2024,23:25.8,5%
8/29/2024,23:24.9,9%
8/29/2024,23:23.9,5%
8/29/2024,23:23.0,9%
8/29/2024,23:22.1,9%
8/29/2024,23:21.2,5%
8/29/2024,23:20.5,11%
8/29/2024,23:19.4,13%
8/29/2024,23:18.5,12%
8/29/2024,23:17.6,10%
8/29/2024,23:16.9,7%
8/29/2024,23:15.7,8%
8/29/2024,23:14.8,10%
8/29/2024,23:13.9,5%
8/29/2024,23:13.0,15%
8/29/2024,23:12.1,9%
8/29/2024,23:11.2,10%
8/29/2024,23:10.3,13%
8/29/2024,23:09.4,7%
8/29/2024,23:08.4,10%
8/29/2024,23:07.5,15%
8/29/2024,23:06.6,15%
8/29/2024,23:05.7,14%
8/29/2024,23:04.8,5%
8/29/2024,23:03.9,13%
8/29/2024,23:03.0,12%
8/29/2024,23:02.1,14%
8/29/2024,23:01.1,15%
8/29/2024,23:00.2,6%
8/29/2024,22:59.3,10%
8/29/2024,22:58.4,8%
8/29/2024,22:57.5,13%
8/29/2024,22:56.6,8%
8/29/2024,22:55.7,11%
8/29/2024,22:54.8,12%
8/29/2024,22:53.9,11%
8/29/2024,22:52.9,7%
8/29/2024,22:52.0,8%
8/29/2024,22:51.1,7%
8/29/2024,22:50.2,7%
8/29/2024,22:49.3,5%
8/29/2024,22:48.4,11%
8/29/2024,22:47.5,8%
8/29/2024,22:46.6,6%
8/29/2024,22:45.7,14%
8/29/2024,22:44.7,6%
8/29/2024,22:43.8,7%
8/29/2024,22:42.9,13%
8/29/2024,22:42.0,8%
8/29/2024,22:41.1,7%
8/29/2024,22:40.2,9%
8/29/2024,22:39.3,11%
8/29/2024,22:38.4,13%
8/29/2024,22:37.4,13%
8/29/2024,22:36.5,9%
8/29/2024,22:35.6,6%
8/29/2024,22:34.7,12%
8/29/2024,22:33.8,11%
8/29/2024,22:32.9,8%
8/29/2024,22:32.0,10%
8/29/2024,22:31.1,11%
8/29/2024,22:30.2,12%
8/29/2024,22:29.2,13%
8/29/2024,22:28.3,8%
8/29/2024,22:27.4,5%
8/29/2024,22:26.5,13%
8/29/2024,22:25.6,7%
8/29/2024,22:24.7,8%
8/29/2024,22:23.8,15%
8/29/2024,22:22.9,12%
8/29/2024,22:22.0,8%
8/29/2024,22:21.0,13%
8/29/2024,22:20.1,9%
8/29/2024,22:19.2,11%
8/29/2024,22:18.3,7%
8/29/2024,21:51.2,8%
8/29/2024,21:50.3,9%
8/29/2024,21:49.3,11%
8/29/2024,21:48.4,7%
8/29/2024,21:47.7,11%
8/29/2024,21:46.6,9%
8/29/2024,21:45.7,9%
8/29/2024,21:44.8,11%
8/29/2024,21:43.9,13%
8/29/2024,21:43.0,14%
8/29/2024,21:42.1,15%
8/29/2024,21:41.1,13%
8/29/2024,21:40.4,5%
8/29/2024,21:39.3,5%
8/29/2024,21:38.4,6%
8/29/2024,21:37.5,9%
8/29/2024,21:36.8,14%
8/29/2024,21:35.7,10%
8/29/2024,21:34.8,13%
8/29/2024,21:33.8,13%
8/29/2024,21:32.9,6%
8/29/2024,21:32.0,9%
8/29/2024,21:31.1,7%
8/29/2024,21:30.2,5%
8/29/2024,21:29.3,5%
8/29/2024,21:28.4,9%
8/29/2024,21:27.5,10%
8/29/2024,21:26.5,9%
8/29/2024,21:25.7,9%
8/29/2024,21:24.7,8%
8/29/2024,21:23.8,6%
8/29/2024,21:22.9,15%
8/29/2024,21:22.0,7%
8/29/2024,21:21.1,14%
8/29/2024,21:20.2,5%
8/29/2024,21:19.3,13%
8/29/2024,21:18.3,10%
8/29/2024,21:17.4,10%
8/29/2024,21:16.5,10%
8/29/2024,21:15.6,14%
8/29/2024,21:14.7,15%
8/29/2024,21:13.8,12%
8/29/2024,21:12.9,8%
8/29/2024,21:12.0,11%
8/29/2024,21:11.1,14%
8/29/2024,21:10.1,7%
8/29/2024,21:09.2,12%
8/29/2024,21:08.3,9%
8/29/2024,21:07.4,10%
8/29/2024,21:06.5,5%
8/29/2024,21:05.8,6%
8/29/2024,21:04.7,14%
8/29/2024,21:03.8,7%
8/29/2024,21:03.1,12%
8/29/2024,21:01.9,15%
8/29/2024,21:01.1,8%
8/29/2024,21:00.1,15%
8/29/2024,20:59.2,15%
8/29/2024,20:58.3,11%
8/29/2024,20:57.4,11%
8/29/2024,20:56.5,11%
8/29/2024,20:55.6,5%
8/29/2024,20:54.7,12%
8/29/2024,20:53.7,7%
8/29/2024,20:52.9,7%
8/29/2024,20:52.0,7%
8/29/2024,20:51.0,7%
8/29/2024,20:50.1,6%
8/29/2024,20:49.2,9%
8/29/2024,20:48.3,13%
8/29/2024,20:47.4,10%
8/29/2024,20:46.5,9%
8/29/2024,20:45.5,5%
8/29/2024,20:44.6,5%
8/29/2024,20:43.7,15%
8/29/2024,20:42.8,6%
8/29/2024,20:41.9,7%
8/29/2024,20:41.0,13%
8/29/2024,20:40.1,13%
8/29/2024,20:39.2,14%
8/29/2024,20:38.5,12%
8/29/2024,20:37.3,11%
8/29/2024,20:36.6,15%
8/29/2024,20:35.5,13%
8/29/2024,20:34.6,8%
8/29/2024,20:33.7,7%
8/29/2024,20:32.8,6%
8/29/2024,20:31.9,8%
8/29/2024,20:31.0,13%
8/29/2024,20:30.1,15%
8/29/2024,20:29.1,10%
8/29/2024,20:28.2,5%
8/29/2024,20:27.3,15%
8/29/2024,20:26.4,15%
8/29/2024,20:25.5,14%
8/29/2024,20:24.6,15%
8/29/2024,20:23.7,15%
8/29/2024,20:22.8,6%
8/29/2024,20:21.8,14%
8/29/2024,20:20.9,11%
8/29/2024,20:20.2,8%
8/29/2024,20:19.1,13%
8/29/2024,20:18.2,9%
8/29/2024,20:17.3,9%
8/29/2024,20:16.4,6%
8/29/2024,20:15.6,5%
8/29/2024,20:14.6,14%
8/29/2024,20:13.7,13%
8/29/2024,20:12.7,12%
8/29/2024,20:11.8,12%
8/29/2024,20:10.9,15%
8/29/2024,20:10.0,12%
8/29/2024,20:09.1,11%
8/29/2024,20:08.2,8%
8/29/2024,20:07.3,14%
8/29/2024,20:06.4,8%
8/29/2024,20:05.5,6%
8/29/2024,20:04.5,10%
8/29/2024,20:03.6,8%
8/29/2024,20:02.7,11%
8/29/2024,20:01.8,7%
8/29/2024,20:00.9,15%
8/29/2024,20:00.2,13%
8/29/2024,19:59.1,9%
8/29/2024,19:58.2,15%
8/29/2024,19:57.3,14%
8/29/2024,19:56.3,5%
8/29/2024,19:55.4,10%
8/29/2024,19:54.5,10%
8/29/2024,19:53.6,13%
8/29/2024,19:52.7,7%
8/29/2024,19:51.8,11%
8/29/2024,19:50.9,14%
8/29/2024,19:50.0,10%
8/29/2024,19:49.1,8%
8/29/2024,19:48.1,10%
8/29/2024,19:47.2,5%
8/29/2024,19:46.3,8%
8/29/2024,19:45.4,7%
8/29/2024,19:44.5,12%
8/29/2024,19:43.6,11%
8/29/2024,19:42.7,8%
8/29/2024,19:41.8,15%
8/29/2024,19:40.9,14%
8/29/2024,19:39.9,8%
8/29/2024,19:39.2,6%
8/29/2024,19:38.1,10%
8/29/2024,19:37.2,5%
8/29/2024,19:36.3,5%
8/29/2024,19:35.4,13%
8/29/2024,19:34.5,5%
8/29/2024,19:33.6,15%
8/29/2024,19:32.6,6%
8/29/2024,19:31.7,12%
8/29/2024,19:30.8,13%
8/29/2024,19:29.9,7%
8/29/2024,19:29.0,11%
8/29/2024,19:28.1,14%
8/29/2024,19:27.2,7%
8/29/2024,19:26.3,11%
8/29/2024,19:25.4,8%
8/29/2024,19:24.4,11%
8/29/2024,19:23.5,13%
8/29/2024,19:22.6,14%
8/29/2024,19:21.7,8%
8/29/2024,19:20.8,6%
8/29/2024,19:19.9,8%
8/29/2024,19:19.0,9%
8/29/2024,19:18.1,9%
8/29/2024,19:17.1,7%
8/29/2024,19:16.3,11%
8/29/2024,19:15.3,13%
8/29/2024,19:14.4,13%
8/29/2024,19:13.5,8%
8/29/2024,19:12.6,6%
8/29/2024,19:11.7,14%
8/29/2024,19:10.8,8%
8/29/2024,19:09.9,8%
8/29/2024,19:08.9,8%
8/29/2024,19:08.0,7%
8/29/2024,19:07.1,6%
8/29/2024,19:06.2,8%
8/29/2024,19:05.3,5%
8/29/2024,19:04.4,6%
8/29/2024,19:03.5,9%
8/29/2024,19:02.6,13%
8/29/2024,19:01.7,8%
8/29/2024,19:00.7,14%
8/29/2024,18:59.8,6%
8/29/2024,18:58.9,6%
8/29/2024,18:58.0,8%
8/29/2024,18:57.1,8%
8/29/2024,18:56.2,12%
8/29/2024,18:55.3,7%
8/29/2024,18:54.4,14%
8/29/2024,18:53.4,8%
8/29/2024,18:52.5,11%
8/29/2024,18:51.6,12%
8/29/2024,18:50.7,8%
8/29/2024,18:49.8,10%
8/29/2024,18:48.9,10%
8/29/2024,18:48.0,10%
8/29/2024,18:47.1,8%
8/29/2024,18:46.2,13%
8/29/2024,18:45.2,14%
8/29/2024,18:44.3,6%
8/29/2024,18:43.4,15%
8/29/2024,18:42.5,12%
8/29/2024,18:41.6,15%
8/29/2024,18:40.7,15%
8/29/2024,18:39.8,12%
8/29/2024,18:38.9,7%
8/29/2024,18:38.0,12%
8/29/2024,18:37.0,10%
8/29/2024,18:36.1,15%
8/29/2024,18:35.2,9%
8/29/2024,18:34.3,12%
8/29/2024,18:33.4,10%
8/29/2024,18:32.5,8%
8/29/2024,18:31.6,11%
8/29/2024,18:30.7,10%
8/29/2024,18:29.7,11%
8/29/2024,18:28.9,10%
8/29/2024,18:27.9,10%
8/29/2024,18:27.0,14%
8/29/2024,18:26.1,14%
8/29/2024,18:25.2,8%
8/29/2024,18:24.3,11%
8/29/2024,18:23.4,11%
8/29/2024,18:22.5,9%
8/29/2024,18:21.5,13%
8/29/2024,18:20.6,14%
8/29/2024,18:19.7,6%
8/29/2024,18:18.8,11%
8/29/2024,18:17.9,10%
8/29/2024,18:17.0,8%
8/29/2024,18:16.1,8%
8/29/2024,18:15.2,12%
8/29/2024,18:14.2,15%
8/29/2024,18:13.3,14%
8/29/2024,18:12.4,11%
8/29/2024,18:11.5,5%
8/29/2024,18:10.6,9%
8/29/2024,18:09.7,14%
8/29/2024,18:08.8,8%
8/29/2024,18:08.0,12%
8/29/2024,18:07.0,13%
8/29/2024,18:06.0,8%
8/29/2024,18:05.1,10%
8/29/2024,18:04.2,8%
8/29/2024,18:03.3,14%
8/29/2024,18:02.4,12%
8/29/2024,18:01.5,8%
8/29/2024,18:00.6,5%
8/29/2024,17:59.7,12%
8/29/2024,17:58.8,5%
8/29/2024,17:57.8,13%
8/29/2024,17:56.9,10%
8/29/2024,17:56.0,13%
8/29/2024,17:55.1,15%
8/29/2024,17:54.4,9%
8/29/2024,17:53.3,7%
8/29/2024,17:52.4,12%
8/29/2024,17:51.5,11%
8/29/2024,17:50.5,14%
8/29/2024,17:49.6,7%
8/29/2024,17:48.7,5%
8/29/2024,17:47.8,15%
8/29/2024,17:46.9,12%
8/29/2024,17:46.0,9%
8/29/2024,17:45.1,11%
8/29/2024,17:44.2,11%
8/29/2024,17:43.5,7%
8/29/2024,17:42.4,13%
8/29/2024,17:41.4,7%
8/29/2024,17:40.5,12%
8/29/2024,17:39.6,9%
8/29/2024,17:38.7,12%
8/29/2024,17:37.8,10%
8/29/2024,17:36.9,5%
8/29/2024,17:36.2,7%
8/29/2024,17:35.1,6%
8/29/2024,17:34.2,14%
8/29/2024,17:33.2,5%
8/29/2024,17:32.5,6%
8/29/2024,17:31.4,8%
8/29/2024,17:30.5,11%
8/29/2024,17:29.6,11%
8/29/2024,17:28.7,8%
8/29/2024,17:27.8,9%
8/29/2024,17:26.9,6%
8/29/2024,17:25.9,15%
8/29/2024,17:25.0,6%
8/29/2024,17:24.1,10%
8/29/2024,17:23.2,13%
8/29/2024,17:22.3,13%
8/29/2024,17:21.4,5%
8/29/2024,17:20.5,5%
8/29/2024,17:19.6,6%
8/29/2024,17:18.6,9%
8/29/2024,17:17.7,15%
8/29/2024,17:16.8,11%
8/29/2024,17:15.9,7%
8/29/2024,17:15.0,15%
8/29/2024,17:14.1,14%
8/29/2024,17:13.2,15%
8/29/2024,17:12.3,6%
8/29/2024,17:11.4,11%
8/29/2024,17:10.4,7%
8/29/2024,17:09.5,9%
8/29/2024,17:08.6,12%
8/29/2024,17:07.7,7%
8/29/2024,17:06.8,13%
8/29/2024,17:05.9,14%
8/29/2024,17:05.0,8%
8/29/2024,17:04.1,14%
8/29/2024,17:03.2,8%
8/29/2024,17:02.2,11%
8/29/2024,17:01.3,7%
8/29/2024,17:00.4,9%
8/29/2024,16:59.5,14%
8/29/2024,16:58.6,6%
8/29/2024,16:57.7,5%
8/29/2024,16:56.8,5%
8/29/2024,16:55.9,5%
8/29/2024,16:55.0,13%
8/29/2024,16:54.1,15%
8/29/2024,16:53.1,15%
8/29/2024,16:52.2,7%
8/29/2024,16:51.3,8%
8/29/2024,16:50.4,14%
8/29/2024,16:49.5,7%
8/29/2024,16:48.6,7%
8/29/2024,16:47.7,8%
8/29/2024,16:46.8,14%
8/29/2024,16:45.8,14%
8/29/2024,16:44.9,11%
8/29/2024,16:44.0,7%
8/29/2024,16:43.1,15%
8/29/2024,16:42.2,5%
8/29/2024,16:41.3,12%
8/29/2024,16:40.4,14%
8/29/2024,16:39.5,9%
8/29/2024,16:38.5,15%
8/29/2024,16:37.6,7%
8/29/2024,16:36.7,8%
8/29/2024,16:35.8,12%
8/29/2024,16:34.9,14%
8/29/2024,16:34.0,11%
8/29/2024,16:33.1,5%
8/29/2024,16:32.2,14%
8/29/2024,16:31.3,7%
8/29/2024,16:30.3,10%
8/29/2024,16:29.4,15%
8/29/2024,16:28.5,7%
8/29/2024,16:27.6,9%
8/29/2024,16:26.7,5%
8/29/2024,16:25.8,15%
8/29/2024,16:24.9,6%
8/29/2024,16:24.0,6%
8/29/2024,16:23.2,11%
8/29/2024,16:22.1,13%
8/29/2024,16:21.2,7%
8/29/2024,16:20.3,13%
8/29/2024,16:19.4,11%
8/29/2024,16:18.5,12%
8/29/2024,16:17.6,7%
8/29/2024,16:16.7,11%
8/29/2024,16:15.8,8%
8/29/2024,16:14.9,12%
8/29/2024,16:13.9,11%
8/29/2024,16:13.0,13%
8/29/2024,16:12.1,10%
8/29/2024,16:11.2,7%
8/29/2024,16:10.3,15%
8/29/2024,16:09.4,13%
8/29/2024,16:08.5,7%
8/29/2024,16:07.6,11%
8/29/2024,16:06.6,14%
8/29/2024,16:05.7,9%
8/29/2024,16:05.0,13%
8/29/2024,16:03.9,15%
8/29/2024,16:03.0,12%
8/29/2024,16:02.1,7%
8/29/2024,16:01.2,8%
8/29/2024,16:00.3,12%
8/29/2024,15:59.4,14%
8/29/2024,15:58.5,15%
8/29/2024,15:57.5,6%
8/29/2024,15:56.6,9%
8/29/2024,15:55.7,5%
8/29/2024,15:54.8,8%
8/29/2024,15:53.9,9%
8/29/2024,15:53.0,6%
8/29/2024,15:52.1,5%
8/29/2024,15:51.2,15%
8/29/2024,15:50.3,14%
8/29/2024,15:49.3,14%
8/29/2024,15:48.4,13%
8/29/2024,15:47.5,13%
8/29/2024,15:46.6,15%
8/29/2024,15:45.7,12%
8/29/2024,15:44.8,6%
8/29/2024,15:43.9,15%
8/29/2024,15:43.0,5%
8/29/2024,15:42.0,7%
8/29/2024,15:41.1,12%
8/29/2024,15:40.3,10%
8/29/2024,15:39.3,13%
8/29/2024,15:38.4,5%
8/29/2024,15:37.5,7%
8/29/2024,15:36.6,7%
8/29/2024,15:35.7,10%
8/29/2024,15:34.7,12%
8/29/2024,15:33.8,10%
8/29/2024,15:32.9,13%
8/29/2024,15:32.0,6%
8/29/2024,15:31.1,11%
